Entity,Code,Year,Crops - Avocados - 572 - Production - 5510 - tonnes (tonnes)
Trinidad and Tobago,TTO,1972,170
Trinidad and Tobago,TTO,1973,150
Trinidad and Tobago,TTO,1974,160
Trinidad and Tobago,TTO,1975,170
Trinidad and Tobago,TTO,1976,180
Trinidad and Tobago,TTO,1977,190
Trinidad and Tobago,TTO,1978,200
Trinidad and Tobago,TTO,1979,210
Trinidad and Tobago,TTO,1980,220
Trinidad and Tobago,TTO,1981,240
Trinidad and Tobago,TTO,1982,250
Trinidad and Tobago,TTO,1983,260
Trinidad and Tobago,TTO,1984,270
Trinidad and Tobago,TTO,1985,270
Trinidad and Tobago,TTO,1986,280
Trinidad and Tobago,TTO,1987,290
Trinidad and Tobago,TTO,1988,300
Trinidad and Tobago,TTO,1989,310
Trinidad and Tobago,TTO,1990,363
Trinidad and Tobago,TTO,1991,253
Trinidad and Tobago,TTO,1992,256
Trinidad and Tobago,TTO,1993,270
Trinidad and Tobago,TTO,1994,337
Trinidad and Tobago,TTO,1995,314
Trinidad and Tobago,TTO,1996,322
Trinidad and Tobago,TTO,1997,329
Trinidad and Tobago,TTO,1998,326
Trinidad and Tobago,TTO,1999,336
Trinidad and Tobago,TTO,2000,320
Trinidad and Tobago,TTO,2001,350
Trinidad and Tobago,TTO,2002,380
Trinidad and Tobago,TTO,2003,400
Trinidad and Tobago,TTO,2004,430
Trinidad and Tobago,TTO,2005,460
Trinidad and Tobago,TTO,2006,460
Trinidad and Tobago,TTO,2007,470
Trinidad and Tobago,TTO,2008,470
Trinidad and Tobago,TTO,2009,480
Trinidad and Tobago,TTO,2010,517
Trinidad and Tobago,TTO,2011,542
Trinidad and Tobago,TTO,2012,600
Trinidad and Tobago,TTO,2013,592
Trinidad and Tobago,TTO,2014,595
Trinidad and Tobago,TTO,2015,613
Trinidad and Tobago,TTO,2016,617
Trinidad and Tobago,TTO,2017,631
Trinidad and Tobago,TTO,2018,644
Tunisia,TUN,1998,225
Tunisia,TUN,1999,225
Tunisia,TUN,2000,230
Tunisia,TUN,2001,243
Tunisia,TUN,2002,244
Tunisia,TUN,2003,250
Tunisia,TUN,2004,256
Tunisia,TUN,2005,261
Tunisia,TUN,2006,267
Tunisia,TUN,2007,272
Tunisia,TUN,2008,278
Tunisia,TUN,2009,283
Tunisia,TUN,2010,289
Tunisia,TUN,2011,295
Tunisia,TUN,2012,300
Tunisia,TUN,2013,306
Tunisia,TUN,2014,312
Tunisia,TUN,2015,318
Tunisia,TUN,2016,322
Tunisia,TUN,2017,328
Tunisia,TUN,2018,333
Turkey,TUR,1988,100
Turkey,TUR,1989,100
Turkey,TUR,1990,101
Turkey,TUR,1991,59
Turkey,TUR,1992,70
Turkey,TUR,1993,114
Turkey,TUR,1994,129
Turkey,TUR,1995,153
Turkey,TUR,1996,164
Turkey,TUR,1997,225
Turkey,TUR,1998,270
Turkey,TUR,1999,285
Turkey,TUR,2000,300
Turkey,TUR,2001,350
Turkey,TUR,2002,400
Turkey,TUR,2003,370
Turkey,TUR,2004,400
Turkey,TUR,2005,475
Turkey,TUR,2006,492
Turkey,TUR,2007,931
Turkey,TUR,2008,958
Turkey,TUR,2009,1169
Turkey,TUR,2010,1207
Turkey,TUR,2011,1316
Turkey,TUR,2012,1463
Turkey,TUR,2013,1599
Turkey,TUR,2014,1824
Turkey,TUR,2015,1850
Turkey,TUR,2016,1950
Turkey,TUR,2017,2765
Turkey,TUR,2018,3164
United States,USA,1961,51342
United States,USA,1962,47382
United States,USA,1963,55579
United States,USA,1964,33752
United States,USA,1965,55681
United States,USA,1966,55704
United States,USA,1967,73400
United States,USA,1968,47811
United States,USA,1969,67319
United States,USA,1970,41854
United States,USA,1971,78190
United States,USA,1972,41646
United States,USA,1973,81354
United States,USA,1974,67374
United States,USA,1975,79748
United States,USA,1976,128525
United States,USA,1977,106775
United States,USA,1978,132540
United States,USA,1979,92800
United States,USA,1980,243850
United States,USA,1981,165830
United States,USA,1982,214730
United States,USA,1983,248570
United States,USA,1984,208200
United States,USA,1985,171000
United States,USA,1986,274900
United States,USA,1987,189600
United States,USA,1988,175100
United States,USA,1989,126100
United States,USA,1990,141500
United States,USA,1991,167800
United States,USA,1992,264535
United States,USA,1993,130362
United States,USA,1994,158750
United States,USA,1995,172360
United States,USA,1996,173000
United States,USA,1997,161270
United States,USA,1998,144500
United States,USA,1999,166288
United States,USA,2000,217091
United States,USA,2001,202570
United States,USA,2002,180894
United States,USA,2003,211737
United States,USA,2004,162749
United States,USA,2005,283405
United States,USA,2006,247000
United States,USA,2007,193100
United States,USA,2008,105230
United States,USA,2009,270813
United States,USA,2010,158150
United States,USA,2011,205432
United States,USA,2012,238495
United States,USA,2013,166106
United States,USA,2014,179124
United States,USA,2015,207750
United States,USA,2016,125237
United States,USA,2017,170261
United States,USA,2018,168528
Venezuela,VEN,1961,53710
Venezuela,VEN,1962,53832
Venezuela,VEN,1963,53958
Venezuela,VEN,1964,54079
Venezuela,VEN,1965,54205
Venezuela,VEN,1966,48627
Venezuela,VEN,1967,47752
Venezuela,VEN,1968,46892
Venezuela,VEN,1969,46048
Venezuela,VEN,1970,45219
Venezuela,VEN,1971,40725
Venezuela,VEN,1972,42403
Venezuela,VEN,1973,43941
Venezuela,VEN,1974,43502
Venezuela,VEN,1975,48422
Venezuela,VEN,1976,40637
Venezuela,VEN,1977,46673
Venezuela,VEN,1978,39014
Venezuela,VEN,1979,41092
Venezuela,VEN,1980,44595
Venezuela,VEN,1981,46266
Venezuela,VEN,1982,45731
Venezuela,VEN,1983,47034
Venezuela,VEN,1984,43229
Venezuela,VEN,1985,41832
Venezuela,VEN,1986,43171
Venezuela,VEN,1987,42430
Venezuela,VEN,1988,45866
Venezuela,VEN,1989,49031
Venezuela,VEN,1990,50765
Venezuela,VEN,1991,53351
Venezuela,VEN,1992,51648
Venezuela,VEN,1993,51811
Venezuela,VEN,1994,40242
Venezuela,VEN,1995,41449
Venezuela,VEN,1996,36282
Venezuela,VEN,1997,38560
Venezuela,VEN,1998,41661
Venezuela,VEN,1999,41467
Venezuela,VEN,2000,52294
Venezuela,VEN,2001,44465
Venezuela,VEN,2002,49895
Venezuela,VEN,2003,46229
Venezuela,VEN,2004,52428
Venezuela,VEN,2005,63109
Venezuela,VEN,2006,58663
Venezuela,VEN,2007,83304
Venezuela,VEN,2008,71771
Venezuela,VEN,2009,68701
Venezuela,VEN,2010,83618
Venezuela,VEN,2011,107301
Venezuela,VEN,2012,116964
Venezuela,VEN,2013,112670
Venezuela,VEN,2014,121576
Venezuela,VEN,2015,128601
Venezuela,VEN,2016,130290
Venezuela,VEN,2017,133453
Venezuela,VEN,2018,139685
Western Africa,,1961,9000
Western Africa,,1962,9000
Western Africa,,1963,9000
Western Africa,,1964,9000
Western Africa,,1965,8861
Western Africa,,1966,10064
Western Africa,,1967,9759
Western Africa,,1968,10000
Western Africa,,1969,10000
Western Africa,,1970,10000
Western Africa,,1971,10000
Western Africa,,1972,10000
Western Africa,,1973,10300
Western Africa,,1974,10300
Western Africa,,1975,10300
Western Africa,,1976,10600
Western Africa,,1977,10600
Western Africa,,1978,10600
Western Africa,,1979,11000
Western Africa,,1980,11300
Western Africa,,1981,11300
Western Africa,,1982,11800
Western Africa,,1983,11500
Western Africa,,1984,11800
Western Africa,,1985,13000
Western Africa,,1986,13500
Western Africa,,1987,15500
Western Africa,,1988,17700
Western Africa,,1989,20800
Western Africa,,1990,21518
Western Africa,,1991,22539
Western Africa,,1992,23531
Western Africa,,1993,24200
Western Africa,,1994,24567
Western Africa,,1995,25300
Western Africa,,1996,25902
Western Africa,,1997,26503
Western Africa,,1998,26946
Western Africa,,1999,25774
Western Africa,,2000,26864
Western Africa,,2001,29755
Western Africa,,2002,29721
Western Africa,,2003,28816
Western Africa,,2004,30050
Western Africa,,2005,32500
Western Africa,,2006,33308
Western Africa,,2007,34715
Western Africa,,2008,35700
Western Africa,,2009,36732
Western Africa,,2010,38348
Western Africa,,2011,40213
Western Africa,,2012,41750
Western Africa,,2013,42648
Western Africa,,2014,43346
Western Africa,,2015,44020
Western Africa,,2016,45364
Western Africa,,2017,46372
Western Africa,,2018,47369
Western Asia,,1961,840
Western Asia,,1962,1245
Western Asia,,1963,1595
Western Asia,,1964,1595
Western Asia,,1965,1450
Western Asia,,1966,2350
Western Asia,,1967,3550
Western Asia,,1968,4800
Western Asia,,1969,5255
Western Asia,,1970,4155
Western Asia,,1971,7655
Western Asia,,1972,11805
Western Asia,,1973,12400
Western Asia,,1974,15050
Western Asia,,1975,17100
Western Asia,,1976,18555
Western Asia,,1977,21855
Western Asia,,1978,24255
Western Asia,,1979,32955
Western Asia,,1980,32058
Western Asia,,1981,8061
Western Asia,,1982,40191
Western Asia,,1983,61820
Western Asia,,1984,52750
Western Asia,,1985,77500
Western Asia,,1986,68500
Western Asia,,1987,135200
Western Asia,,1988,36450
Western Asia,,1989,20850
Western Asia,,1990,48351
Western Asia,,1991,53589
Western Asia,,1992,75900
Western Asia,,1993,48504
Western Asia,,1994,50298
Western Asia,,1995,58144
Western Asia,,1996,77564
Western Asia,,1997,80828
Western Asia,,1998,71528
Western Asia,,1999,63448
Western Asia,,2000,85754
Western Asia,,2001,84705
Western Asia,,2002,100550
Western Asia,,2003,66038
Western Asia,,2004,79421
Western Asia,,2005,92754
Western Asia,,2006,91527
Western Asia,,2007,94335
Western Asia,,2008,61492
Western Asia,,2009,94631
Western Asia,,2010,81112
Western Asia,,2011,86105
Western Asia,,2012,88354
Western Asia,,2013,91249
Western Asia,,2014,102497
Western Asia,,2015,104785
Western Asia,,2016,113887
Western Asia,,2017,123259
Western Asia,,2018,145657
World,OWID_WRL,1961,716369
World,OWID_WRL,1962,747313
World,OWID_WRL,1963,787325
World,OWID_WRL,1964,788533
World,OWID_WRL,1965,857205
World,OWID_WRL,1966,884538
World,OWID_WRL,1967,945039
World,OWID_WRL,1968,960429
World,OWID_WRL,1969,1005431
World,OWID_WRL,1970,1029652
World,OWID_WRL,1971,1086788
World,OWID_WRL,1972,1124014
World,OWID_WRL,1973,1168953
World,OWID_WRL,1974,1180214
World,OWID_WRL,1975,1243263
World,OWID_WRL,1976,1280301
World,OWID_WRL,1977,1347811
World,OWID_WRL,1978,1409040
World,OWID_WRL,1979,1348701
World,OWID_WRL,1980,1577867
World,OWID_WRL,1981,1544663
World,OWID_WRL,1982,1664432
World,OWID_WRL,1983,1676100
World,OWID_WRL,1984,1662042
World,OWID_WRL,1985,1752917
World,OWID_WRL,1986,1961163
World,OWID_WRL,1987,1825118
World,OWID_WRL,1988,1907343
World,OWID_WRL,1989,1676416
World,OWID_WRL,1990,1849931
World,OWID_WRL,1991,2135162
World,OWID_WRL,1992,2222604
World,OWID_WRL,1993,2056007
World,OWID_WRL,1994,2167749
World,OWID_WRL,1995,2217521
World,OWID_WRL,1996,2316028
World,OWID_WRL,1997,2280964
World,OWID_WRL,1998,2452878
World,OWID_WRL,1999,2550656
World,OWID_WRL,2000,2783400
World,OWID_WRL,2001,2839704
World,OWID_WRL,2002,3019862
World,OWID_WRL,2003,3197199
World,OWID_WRL,2004,3238876
World,OWID_WRL,2005,3426427
World,OWID_WRL,2006,3645498
World,OWID_WRL,2007,3591501
World,OWID_WRL,2008,3438621
World,OWID_WRL,2009,3902685
World,OWID_WRL,2010,3871140
World,OWID_WRL,2011,4161262
World,OWID_WRL,2012,4405855
World,OWID_WRL,2013,4632934
World,OWID_WRL,2014,5044382
World,OWID_WRL,2015,5284135
World,OWID_WRL,2016,5636234
World,OWID_WRL,2017,6005285
World,OWID_WRL,2018,6407171
Zimbabwe,ZWE,1990,500
Zimbabwe,ZWE,1991,511
Zimbabwe,ZWE,1992,536
Zimbabwe,ZWE,1993,561
Zimbabwe,ZWE,1994,587
Zimbabwe,ZWE,1995,614
Zimbabwe,ZWE,1996,637
Zimbabwe,ZWE,1997,667
Zimbabwe,ZWE,1998,698
Zimbabwe,ZWE,1999,700
Zimbabwe,ZWE,2000,791
Zimbabwe,ZWE,2001,850
Zimbabwe,ZWE,2002,1000
Zimbabwe,ZWE,2003,1100
Zimbabwe,ZWE,2004,1106
Zimbabwe,ZWE,2005,1144
Zimbabwe,ZWE,2006,1179
Zimbabwe,ZWE,2007,1200
Zimbabwe,ZWE,2008,1229
Zimbabwe,ZWE,2009,1255
Zimbabwe,ZWE,2010,1281
Zimbabwe,ZWE,2011,1306
Zimbabwe,ZWE,2012,1300
Zimbabwe,ZWE,2013,1300
Zimbabwe,ZWE,2014,1400
Zimbabwe,ZWE,2015,1700
Zimbabwe,ZWE,2016,1800
Zimbabwe,ZWE,2017,1633
Zimbabwe,ZWE,2018,1766
