Entity,Code,Year,"Crops - Coffee, green - 656 - Production - 5510 - tonnes (tonnes)"
Uganda,UGA,1961,94100
Uganda,UGA,1962,119000
Uganda,UGA,1963,158200
Uganda,UGA,1964,172400
Uganda,UGA,1965,152100
Uganda,UGA,1966,153900
Uganda,UGA,1967,166400
Uganda,UGA,1968,133000
Uganda,UGA,1969,247200
Uganda,UGA,1970,201500
Uganda,UGA,1971,175500
Uganda,UGA,1972,183700
Uganda,UGA,1973,212600
Uganda,UGA,1974,199100
Uganda,UGA,1975,199000
Uganda,UGA,1976,137100
Uganda,UGA,1977,155900
Uganda,UGA,1978,121300
Uganda,UGA,1979,103000
Uganda,UGA,1980,135200
Uganda,UGA,1981,97500
Uganda,UGA,1982,161866
Uganda,UGA,1983,148224
Uganda,UGA,1984,145971
Uganda,UGA,1985,143995
Uganda,UGA,1986,159881
Uganda,UGA,1987,167067
Uganda,UGA,1988,151157
Uganda,UGA,1989,169042
Uganda,UGA,1990,128747
Uganda,UGA,1991,147366
Uganda,UGA,1992,110334
Uganda,UGA,1993,144551
Uganda,UGA,1994,198371
Uganda,UGA,1995,181465
Uganda,UGA,1996,287925
Uganda,UGA,1997,219624
Uganda,UGA,1998,205056
Uganda,UGA,1999,251881
Uganda,UGA,2000,143475
Uganda,UGA,2001,197410
Uganda,UGA,2002,209547
Uganda,UGA,2003,150871
Uganda,UGA,2004,170081
Uganda,UGA,2005,158100
Uganda,UGA,2006,133310
Uganda,UGA,2007,175346
Uganda,UGA,2008,211726
Uganda,UGA,2009,195871
Uganda,UGA,2010,166968
Uganda,UGA,2011,191371
Uganda,UGA,2012,186125
Uganda,UGA,2013,222894
Uganda,UGA,2014,220135
Uganda,UGA,2015,216000
Uganda,UGA,2016,208641
Uganda,UGA,2017,209421
Uganda,UGA,2018,211200
United States,USA,1961,3100
United States,USA,1962,4900
United States,USA,1963,2400
United States,USA,1964,3600
United States,USA,1965,2722
United States,USA,1966,2918
United States,USA,1967,1974
United States,USA,1968,2068
United States,USA,1969,1498
United States,USA,1970,1560
United States,USA,1971,1063
United States,USA,1972,1321
United States,USA,1973,1103
United States,USA,1974,559
United States,USA,1975,675
United States,USA,1976,770
United States,USA,1977,823
United States,USA,1978,610
United States,USA,1979,794
United States,USA,1980,522
United States,USA,1981,802
United States,USA,1982,360
United States,USA,1983,1016
United States,USA,1984,635
United States,USA,1985,671
United States,USA,1986,1088
United States,USA,1987,653
United States,USA,1988,725
United States,USA,1989,1160
United States,USA,1990,1016
United States,USA,1991,1016
United States,USA,1992,871
United States,USA,1993,1056
United States,USA,1994,1560
United States,USA,1995,1960
United States,USA,1996,2320
United States,USA,1997,3260
United States,USA,1998,3450
United States,USA,1999,3630
United States,USA,2000,3950
United States,USA,2001,3630
United States,USA,2002,3400
United States,USA,2003,3760
United States,USA,2004,2540
United States,USA,2005,3719
United States,USA,2006,3311
United States,USA,2007,3400
United States,USA,2008,3950
United States,USA,2009,3950
United States,USA,2010,3990
United States,USA,2011,3447
United States,USA,2012,3175
United States,USA,2013,3175
United States,USA,2014,3670
United States,USA,2015,2390
United States,USA,2016,1960
United States,USA,2017,2200
United States,USA,2018,2380
Vanuatu,VUT,1961,240
Vanuatu,VUT,1962,200
Vanuatu,VUT,1963,200
Vanuatu,VUT,1964,200
Vanuatu,VUT,1965,250
Vanuatu,VUT,1966,250
Vanuatu,VUT,1967,300
Vanuatu,VUT,1968,240
Vanuatu,VUT,1969,180
Vanuatu,VUT,1970,120
Vanuatu,VUT,1971,120
Vanuatu,VUT,1972,120
Vanuatu,VUT,1973,120
Vanuatu,VUT,1974,120
Vanuatu,VUT,1975,60
Vanuatu,VUT,1976,60
Vanuatu,VUT,1977,60
Vanuatu,VUT,1978,60
Vanuatu,VUT,1979,80
Vanuatu,VUT,1980,60
Vanuatu,VUT,1981,61
Vanuatu,VUT,1982,21
Vanuatu,VUT,1983,38
Vanuatu,VUT,1984,55
Vanuatu,VUT,1985,65
Vanuatu,VUT,1986,57
Vanuatu,VUT,1987,53
Vanuatu,VUT,1988,15
Vanuatu,VUT,1989,25
Vanuatu,VUT,1990,15
Vanuatu,VUT,1991,42
Vanuatu,VUT,1992,30
Vanuatu,VUT,1993,28
Vanuatu,VUT,1994,31
Vanuatu,VUT,1995,33
Vanuatu,VUT,1996,40
Vanuatu,VUT,1997,38
Vanuatu,VUT,1998,50
Vanuatu,VUT,1999,45
Vanuatu,VUT,2000,30
Vanuatu,VUT,2001,15
Vanuatu,VUT,2002,20
Vanuatu,VUT,2003,16
Vanuatu,VUT,2004,16
Vanuatu,VUT,2005,14
Vanuatu,VUT,2006,16
Vanuatu,VUT,2007,16
Vanuatu,VUT,2008,15
Vanuatu,VUT,2009,15
Vanuatu,VUT,2010,24
Vanuatu,VUT,2011,40
Vanuatu,VUT,2012,34
Vanuatu,VUT,2013,42
Vanuatu,VUT,2014,35
Vanuatu,VUT,2015,30
Vanuatu,VUT,2016,30
Vanuatu,VUT,2017,29
Vanuatu,VUT,2018,29
Venezuela,VEN,1961,57050
Venezuela,VEN,1962,54228
Venezuela,VEN,1963,60678
Venezuela,VEN,1964,56141
Venezuela,VEN,1965,54387
Venezuela,VEN,1966,61000
Venezuela,VEN,1967,61824
Venezuela,VEN,1968,45886
Venezuela,VEN,1969,60665
Venezuela,VEN,1970,60586
Venezuela,VEN,1971,58385
Venezuela,VEN,1972,40406
Venezuela,VEN,1973,65926
Venezuela,VEN,1974,45878
Venezuela,VEN,1975,64611
Venezuela,VEN,1976,40350
Venezuela,VEN,1977,57682
Venezuela,VEN,1978,58977
Venezuela,VEN,1979,53935
Venezuela,VEN,1980,58173
Venezuela,VEN,1981,59566
Venezuela,VEN,1982,58037
Venezuela,VEN,1983,58848
Venezuela,VEN,1984,60861
Venezuela,VEN,1985,64370
Venezuela,VEN,1986,66232
Venezuela,VEN,1987,70188
Venezuela,VEN,1988,71040
Venezuela,VEN,1989,72594
Venezuela,VEN,1990,76412
Venezuela,VEN,1991,68404
Venezuela,VEN,1992,69340
Venezuela,VEN,1993,66476
Venezuela,VEN,1994,68404
Venezuela,VEN,1995,65088
Venezuela,VEN,1996,73026
Venezuela,VEN,1997,63000
Venezuela,VEN,1998,66840
Venezuela,VEN,1999,79854
Venezuela,VEN,2000,78440
Venezuela,VEN,2001,91877
Venezuela,VEN,2002,84470
Venezuela,VEN,2003,64265
Venezuela,VEN,2004,71503
Venezuela,VEN,2005,64484
Venezuela,VEN,2006,74332
Venezuela,VEN,2007,70311
Venezuela,VEN,2008,72000
Venezuela,VEN,2009,63193
Venezuela,VEN,2010,71687
Venezuela,VEN,2011,72109
Venezuela,VEN,2012,60917
Venezuela,VEN,2013,62069
Venezuela,VEN,2014,52683
Venezuela,VEN,2015,49987
Venezuela,VEN,2016,43012
Venezuela,VEN,2017,46650
Venezuela,VEN,2018,50080
Vietnam,VNM,1961,4100
Vietnam,VNM,1962,4020
Vietnam,VNM,1963,4500
Vietnam,VNM,1964,5500
Vietnam,VNM,1965,7500
Vietnam,VNM,1966,6300
Vietnam,VNM,1967,7000
Vietnam,VNM,1968,6000
Vietnam,VNM,1969,6500
Vietnam,VNM,1970,7300
Vietnam,VNM,1971,6500
Vietnam,VNM,1972,7000
Vietnam,VNM,1973,6600
Vietnam,VNM,1974,6000
Vietnam,VNM,1975,6800
Vietnam,VNM,1976,9700
Vietnam,VNM,1977,5600
Vietnam,VNM,1978,5400
Vietnam,VNM,1979,5100
Vietnam,VNM,1980,8400
Vietnam,VNM,1981,5300
Vietnam,VNM,1982,5300
Vietnam,VNM,1983,5700
Vietnam,VNM,1984,4800
Vietnam,VNM,1985,12300
Vietnam,VNM,1986,25000
Vietnam,VNM,1987,27500
Vietnam,VNM,1988,42000
Vietnam,VNM,1989,40900
Vietnam,VNM,1990,92000
Vietnam,VNM,1991,100000
Vietnam,VNM,1992,119200
Vietnam,VNM,1993,136100
Vietnam,VNM,1994,180000
Vietnam,VNM,1995,218000
Vietnam,VNM,1996,320100
Vietnam,VNM,1997,420500
Vietnam,VNM,1998,409300
Vietnam,VNM,1999,553200
Vietnam,VNM,2000,802500
Vietnam,VNM,2001,840600
Vietnam,VNM,2002,699500
Vietnam,VNM,2003,793700
Vietnam,VNM,2004,913800
Vietnam,VNM,2005,831000
Vietnam,VNM,2006,985300
Vietnam,VNM,2007,1251000
Vietnam,VNM,2008,1055811
Vietnam,VNM,2009,1057540
Vietnam,VNM,2010,1105700
Vietnam,VNM,2011,1276506
Vietnam,VNM,2012,1260463
Vietnam,VNM,2013,1326688
Vietnam,VNM,2014,1406469
Vietnam,VNM,2015,1452999
Vietnam,VNM,2016,1460800
Vietnam,VNM,2017,1542398
Vietnam,VNM,2018,1616307
Western Africa,,1961,224245
Western Africa,,1962,135516
Western Africa,,1963,234059
Western Africa,,1964,303831
Western Africa,,1965,237909
Western Africa,,1966,325727
Western Africa,,1967,168562
Western Africa,,1968,337678
Western Africa,,1969,258275
Western Africa,,1970,327532
Western Africa,,1971,287049
Western Africa,,1972,316054
Western Africa,,1973,348698
Western Africa,,1974,229137
Western Africa,,1975,314295
Western Africa,,1976,349094
Western Africa,,1977,343802
Western Africa,,1978,232742
Western Africa,,1979,324653
Western Africa,,1980,302652
Western Africa,,1981,412990
Western Africa,,1982,298016
Western Africa,,1983,320572
Western Africa,,1984,139942
Western Africa,,1985,344256
Western Africa,,1986,314853
Western Africa,,1987,322866
Western Africa,,1988,254802
Western Africa,,1989,295541
Western Africa,,1990,359564
Western Africa,,1991,286799
Western Africa,,1992,327084
Western Africa,,1993,214317
Western Africa,,1994,223901
Western Africa,,1995,269910
Western Africa,,1996,251228
Western Africa,,1997,350301
Western Africa,,1998,392171
Western Africa,,1999,372745
Western Africa,,2000,441335
Western Africa,,2001,357033
Western Africa,,2002,235295
Western Africa,,2003,192266
Western Africa,,2004,211237
Western Africa,,2005,288322
Western Africa,,2006,251026
Western Africa,,2007,235325
Western Africa,,2008,237904
Western Africa,,2009,210585
Western Africa,,2010,165280
Western Africa,,2011,109412
Western Africa,,2012,188999
Western Africa,,2013,172700
Western Africa,,2014,187942
Western Africa,,2015,201845
Western Africa,,2016,197431
Western Africa,,2017,126161
Western Africa,,2018,184204
Western Asia,,1961,6500
Western Asia,,1962,6500
Western Asia,,1963,6000
Western Asia,,1964,5800
Western Asia,,1965,6400
Western Asia,,1966,5423
Western Asia,,1967,4523
Western Asia,,1968,4523
Western Asia,,1969,5133
Western Asia,,1970,4933
Western Asia,,1971,4943
Western Asia,,1972,4556
Western Asia,,1973,4433
Western Asia,,1974,4453
Western Asia,,1975,3970
Western Asia,,1976,3990
Western Asia,,1977,4910
Western Asia,,1978,4936
Western Asia,,1979,4650
Western Asia,,1980,4650
Western Asia,,1981,4705
Western Asia,,1982,4691
Western Asia,,1983,4167
Western Asia,,1984,5302
Western Asia,,1985,4963
Western Asia,,1986,5012
Western Asia,,1987,5111
Western Asia,,1988,6474
Western Asia,,1989,6807
Western Asia,,1990,7411
Western Asia,,1991,5430
Western Asia,,1992,8218
Western Asia,,1993,8727
Western Asia,,1994,8480
Western Asia,,1995,8993
Western Asia,,1996,10600
Western Asia,,1997,10325
Western Asia,,1998,11283
Western Asia,,1999,11182
Western Asia,,2000,11363
Western Asia,,2001,11906
Western Asia,,2002,11499
Western Asia,,2003,11608
Western Asia,,2004,10260
Western Asia,,2005,11331
Western Asia,,2006,17292
Western Asia,,2007,18330
Western Asia,,2008,18788
Western Asia,,2009,18924
Western Asia,,2010,19029
Western Asia,,2011,19275
Western Asia,,2012,19828
Western Asia,,2013,19984
Western Asia,,2014,20059
Western Asia,,2015,19257
Western Asia,,2016,18945
Western Asia,,2017,18767
Western Asia,,2018,19338
World,OWID_WRL,1961,4527876
World,OWID_WRL,1962,4584371
World,OWID_WRL,1963,4152127
World,OWID_WRL,1964,3769389
World,OWID_WRL,1965,4981569
World,OWID_WRL,1966,4052231
World,OWID_WRL,1967,4332681
World,OWID_WRL,1968,3936446
World,OWID_WRL,1969,4272399
World,OWID_WRL,1970,3849638
World,OWID_WRL,1971,4663275
World,OWID_WRL,1972,4570708
World,OWID_WRL,1973,4185724
World,OWID_WRL,1974,4770143
World,OWID_WRL,1975,4603209
World,OWID_WRL,1976,3522508
World,OWID_WRL,1977,4399391
World,OWID_WRL,1978,4725186
World,OWID_WRL,1979,4973090
World,OWID_WRL,1980,4839219
World,OWID_WRL,1981,6083218
World,OWID_WRL,1982,4940877
World,OWID_WRL,1983,5582080
World,OWID_WRL,1984,5221504
World,OWID_WRL,1985,5824530
World,OWID_WRL,1986,5237224
World,OWID_WRL,1987,6385156
World,OWID_WRL,1988,5645491
World,OWID_WRL,1989,5908041
World,OWID_WRL,1990,6063096
World,OWID_WRL,1991,6063339
World,OWID_WRL,1992,6086346
World,OWID_WRL,1993,5554947
World,OWID_WRL,1994,5722718
World,OWID_WRL,1995,5529156
World,OWID_WRL,1996,6197692
World,OWID_WRL,1997,6072140
World,OWID_WRL,1998,6632660
World,OWID_WRL,1999,6790803
World,OWID_WRL,2000,7502036
World,OWID_WRL,2001,7379889
World,OWID_WRL,2002,7930085
World,OWID_WRL,2003,7038779
World,OWID_WRL,2004,7862163
World,OWID_WRL,2005,7390107
World,OWID_WRL,2006,8147329
World,OWID_WRL,2007,8137937
World,OWID_WRL,2008,8490000
World,OWID_WRL,2009,7793351
World,OWID_WRL,2010,8477507
World,OWID_WRL,2011,8387161
World,OWID_WRL,2012,8822841
World,OWID_WRL,2013,8893439
World,OWID_WRL,2014,8761695
World,OWID_WRL,2015,8865752
World,OWID_WRL,2016,9353937
World,OWID_WRL,2017,9162344
World,OWID_WRL,2018,10303118
Yemen,YEM,1961,6300
Yemen,YEM,1962,6300
Yemen,YEM,1963,5800
Yemen,YEM,1964,5700
Yemen,YEM,1965,6300
Yemen,YEM,1966,5323
Yemen,YEM,1967,4423
Yemen,YEM,1968,4423
Yemen,YEM,1969,5013
Yemen,YEM,1970,4813
Yemen,YEM,1971,4823
Yemen,YEM,1972,4313
Yemen,YEM,1973,4313
Yemen,YEM,1974,4313
Yemen,YEM,1975,3810
Yemen,YEM,1976,3810
Yemen,YEM,1977,4710
Yemen,YEM,1978,4716
Yemen,YEM,1979,4410
Yemen,YEM,1980,4390
Yemen,YEM,1981,4405
Yemen,YEM,1982,4305
Yemen,YEM,1983,3917
Yemen,YEM,1984,5152
Yemen,YEM,1985,4913
Yemen,YEM,1986,5012
Yemen,YEM,1987,5111
Yemen,YEM,1988,6474
Yemen,YEM,1989,6807
Yemen,YEM,1990,7411
Yemen,YEM,1991,5430
Yemen,YEM,1992,8218
Yemen,YEM,1993,8727
Yemen,YEM,1994,8480
Yemen,YEM,1995,8993
Yemen,YEM,1996,10600
Yemen,YEM,1997,10325
Yemen,YEM,1998,11283
Yemen,YEM,1999,11182
Yemen,YEM,2000,11363
Yemen,YEM,2001,11906
Yemen,YEM,2002,11499
Yemen,YEM,2003,11608
Yemen,YEM,2004,10260
Yemen,YEM,2005,11331
Yemen,YEM,2006,17292
Yemen,YEM,2007,18330
Yemen,YEM,2008,18788
Yemen,YEM,2009,18924
Yemen,YEM,2010,19029
Yemen,YEM,2011,19275
Yemen,YEM,2012,19828
Yemen,YEM,2013,19984
Yemen,YEM,2014,20059
Yemen,YEM,2015,19257
Yemen,YEM,2016,18945
Yemen,YEM,2017,18767
Yemen,YEM,2018,19338
Zambia,ZMB,1966,0
Zambia,ZMB,1967,0
Zambia,ZMB,1968,0
Zambia,ZMB,1969,3
Zambia,ZMB,1970,7
Zambia,ZMB,1971,10
Zambia,ZMB,1972,7
Zambia,ZMB,1973,12
Zambia,ZMB,1974,13
Zambia,ZMB,1975,25
Zambia,ZMB,1976,37
Zambia,ZMB,1977,50
Zambia,ZMB,1978,80
Zambia,ZMB,1979,20
Zambia,ZMB,1980,30
Zambia,ZMB,1981,40
Zambia,ZMB,1982,66
Zambia,ZMB,1983,76
Zambia,ZMB,1984,200
Zambia,ZMB,1985,377
Zambia,ZMB,1986,600
Zambia,ZMB,1987,540
Zambia,ZMB,1988,540
Zambia,ZMB,1989,1500
Zambia,ZMB,1990,1380
Zambia,ZMB,1991,1740
Zambia,ZMB,1992,1792
Zambia,ZMB,1993,1531
Zambia,ZMB,1994,1582
Zambia,ZMB,1995,1232
Zambia,ZMB,1996,1580
Zambia,ZMB,1997,2167
Zambia,ZMB,1998,2628
Zambia,ZMB,1999,3480
Zambia,ZMB,2000,5400
Zambia,ZMB,2001,5760
Zambia,ZMB,2002,6480
Zambia,ZMB,2003,6060
Zambia,ZMB,2004,5000
Zambia,ZMB,2005,4500
Zambia,ZMB,2006,4744
Zambia,ZMB,2007,5100
Zambia,ZMB,2008,5863
Zambia,ZMB,2009,6290
Zambia,ZMB,2010,6422
Zambia,ZMB,2011,6137
Zambia,ZMB,2012,6303
Zambia,ZMB,2013,6289
Zambia,ZMB,2014,6426
Zambia,ZMB,2015,6574
Zambia,ZMB,2016,6955
Zambia,ZMB,2017,6996
Zambia,ZMB,2018,7104
Zimbabwe,ZWE,1966,52
Zimbabwe,ZWE,1967,62
Zimbabwe,ZWE,1968,212
Zimbabwe,ZWE,1969,212
Zimbabwe,ZWE,1970,615
Zimbabwe,ZWE,1971,745
Zimbabwe,ZWE,1972,1255
Zimbabwe,ZWE,1973,1553
Zimbabwe,ZWE,1974,2581
Zimbabwe,ZWE,1975,3415
Zimbabwe,ZWE,1976,4639
Zimbabwe,ZWE,1977,4310
Zimbabwe,ZWE,1978,4977
Zimbabwe,ZWE,1979,4603
Zimbabwe,ZWE,1980,5261
Zimbabwe,ZWE,1981,5476
Zimbabwe,ZWE,1982,6073
Zimbabwe,ZWE,1983,8234
Zimbabwe,ZWE,1984,10720
Zimbabwe,ZWE,1985,11354
Zimbabwe,ZWE,1986,13486
Zimbabwe,ZWE,1987,11599
Zimbabwe,ZWE,1988,12627
Zimbabwe,ZWE,1989,14601
Zimbabwe,ZWE,1990,13569
Zimbabwe,ZWE,1991,12091
Zimbabwe,ZWE,1992,4995
Zimbabwe,ZWE,1993,4000
Zimbabwe,ZWE,1994,9420
Zimbabwe,ZWE,1995,7860
Zimbabwe,ZWE,1996,11500
Zimbabwe,ZWE,1997,9300
Zimbabwe,ZWE,1998,10000
Zimbabwe,ZWE,1999,10000
Zimbabwe,ZWE,2000,9100
Zimbabwe,ZWE,2001,7518
Zimbabwe,ZWE,2002,8050
Zimbabwe,ZWE,2003,10000
Zimbabwe,ZWE,2004,5800
Zimbabwe,ZWE,2005,3960
Zimbabwe,ZWE,2006,2700
Zimbabwe,ZWE,2007,1860
Zimbabwe,ZWE,2008,1440
Zimbabwe,ZWE,2009,1260
Zimbabwe,ZWE,2010,600
Zimbabwe,ZWE,2011,540
Zimbabwe,ZWE,2012,540
Zimbabwe,ZWE,2013,783
Zimbabwe,ZWE,2014,850
Zimbabwe,ZWE,2015,500
Zimbabwe,ZWE,2016,700
Zimbabwe,ZWE,2017,638
Zimbabwe,ZWE,2018,525
