Entity,Code,Year,"Indicator:Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol) - Beverage Types:Wine (litres pure alcohol)"
Gambia,GMB,1962,0.14
Gambia,GMB,1963,0.16
Gambia,GMB,1964,0.13
Gambia,GMB,1965,0.12
Gambia,GMB,1966,0.1
Gambia,GMB,1967,0.16
Gambia,GMB,1968,0.14
Gambia,GMB,1969,0.12
Gambia,GMB,1970,0.11
Gambia,GMB,1971,0.12
Gambia,GMB,1972,0.11
Gambia,GMB,1973,0.14
Gambia,GMB,1974,0.14
Gambia,GMB,1975,0.15
Gambia,GMB,1976,0.1
Gambia,GMB,1977,0.14
Gambia,GMB,1978,0.12
Gambia,GMB,1979,0.1
Gambia,GMB,1980,0.08
Gambia,GMB,1981,0.08
Gambia,GMB,1982,0.08
Gambia,GMB,1983,0.07
Gambia,GMB,1984,0.14
Gambia,GMB,1985,0.1
Gambia,GMB,1986,0.09
Gambia,GMB,1987,0.09
Gambia,GMB,1988,0.07
Gambia,GMB,1989,0.03
Gambia,GMB,1990,0.05
Gambia,GMB,1991,0.01
Gambia,GMB,1992,0.05
Gambia,GMB,1993,0.06
Gambia,GMB,1994,0.09
Gambia,GMB,1995,0.03
Gambia,GMB,1996,0.06
Gambia,GMB,1997,0.06
Gambia,GMB,1998,0.03
Gambia,GMB,1999,0
Gambia,GMB,2000,0
Gambia,GMB,2001,0.02
Gambia,GMB,2002,0.05
Gambia,GMB,2003,0.04
Gambia,GMB,2004,0.05
Gambia,GMB,2005,0.05
Gambia,GMB,2006,0.03
Gambia,GMB,2007,0.05
Gambia,GMB,2008,0.04
Gambia,GMB,2009,0.03
Gambia,GMB,2010,0.02
Gambia,GMB,2011,0.02
Georgia,GEO,1990,4.84
Georgia,GEO,1991,3.17
Georgia,GEO,1992,5.26
Georgia,GEO,1993,4.87
Georgia,GEO,1994,4.86
Georgia,GEO,1995,2.4
Georgia,GEO,1996,2.38
Georgia,GEO,1997,2.14
Georgia,GEO,1998,1.89
Georgia,GEO,1999,1.87
Georgia,GEO,2000,1.57
Georgia,GEO,2001,1.24
Georgia,GEO,2002,1.12
Georgia,GEO,2003,1.27
Georgia,GEO,2004,1.27
Georgia,GEO,2005,2.01
Georgia,GEO,2006,3.39
Georgia,GEO,2007,5.53
Georgia,GEO,2008,3.98
Georgia,GEO,2009,3.79
Georgia,GEO,2010,3.76
Georgia,GEO,2011,4.18
Georgia,GEO,2012,4.33
Georgia,GEO,2013,2.51
Georgia,GEO,2014,2.5
Germany,DEU,1961,1.86
Germany,DEU,1962,2.15
Germany,DEU,1963,2.36
Germany,DEU,1964,2.77
Germany,DEU,1965,2.6
Germany,DEU,1966,2.41
Germany,DEU,1967,2.42
Germany,DEU,1968,2.37
Germany,DEU,1969,2.43
Germany,DEU,1970,2.49
Germany,DEU,1971,2.85
Germany,DEU,1972,3.02
Germany,DEU,1973,3.34
Germany,DEU,1974,3.07
Germany,DEU,1975,3.55
Germany,DEU,1976,3.57
Germany,DEU,1977,3.51
Germany,DEU,1978,3.54
Germany,DEU,1979,3.59
Germany,DEU,1980,3.75
Germany,DEU,1981,3.62
Germany,DEU,1982,3.62
Germany,DEU,1983,3.84
Germany,DEU,1984,3.7
Germany,DEU,1985,3.66
Germany,DEU,1986,3.32
Germany,DEU,1987,3.66
Germany,DEU,1988,3.67
Germany,DEU,1989,3.74
Germany,DEU,1990,3.73
Germany,DEU,1991,3
Germany,DEU,1992,3.03
Germany,DEU,1993,3.07
Germany,DEU,1994,2.93
Germany,DEU,1995,3.01
Germany,DEU,1996,3.06
Germany,DEU,1997,3.09
Germany,DEU,1998,3.05
Germany,DEU,1999,3
Germany,DEU,2000,3.18
Germany,DEU,2001,3.21
Germany,DEU,2002,3.14
Germany,DEU,2003,3.14
Germany,DEU,2004,3.06
Germany,DEU,2005,3.03
Germany,DEU,2006,3.03
Germany,DEU,2007,3.14
Germany,DEU,2008,3.13
Germany,DEU,2009,3.01
Germany,DEU,2010,3.12
Germany,DEU,2011,3.2
Germany,DEU,2012,3.19
Germany,DEU,2013,3.08
Germany,DEU,2014,3.1
Ghana,GHA,1961,0.02
Ghana,GHA,1962,0.01
Ghana,GHA,1963,0.01
Ghana,GHA,1964,0.01
Ghana,GHA,1965,0.01
Ghana,GHA,1966,0
Ghana,GHA,1967,0
Ghana,GHA,1968,0
Ghana,GHA,1969,0
Ghana,GHA,1970,0.01
Ghana,GHA,1971,0
Ghana,GHA,1972,0
Ghana,GHA,1973,0
Ghana,GHA,1974,0.01
Ghana,GHA,1975,0.01
Ghana,GHA,1976,0.01
Ghana,GHA,1977,0.01
Ghana,GHA,1978,0.01
Ghana,GHA,1979,0.01
Ghana,GHA,1980,0
Ghana,GHA,1981,0.01
Ghana,GHA,1982,0
Ghana,GHA,1983,0
Ghana,GHA,1984,0
Ghana,GHA,1985,0
Ghana,GHA,1986,0
Ghana,GHA,1987,0
Ghana,GHA,1988,0
Ghana,GHA,1989,0
Ghana,GHA,1990,0
Ghana,GHA,1991,0
Ghana,GHA,1992,0
Ghana,GHA,1993,0.02
Ghana,GHA,1994,0.05
Ghana,GHA,1995,0.05
Ghana,GHA,1996,0.06
Ghana,GHA,1997,0.03
Ghana,GHA,1998,0.05
Ghana,GHA,1999,0.04
Ghana,GHA,2000,0.04
Ghana,GHA,2001,0.04
Ghana,GHA,2002,0.05
Ghana,GHA,2003,0.07
Ghana,GHA,2004,0.08
Ghana,GHA,2005,0.08
Ghana,GHA,2006,0.11
Ghana,GHA,2007,0.14
Ghana,GHA,2008,0.15
Ghana,GHA,2009,0.12
Ghana,GHA,2010,0.17
Ghana,GHA,2011,0.21
Greece,GRC,1963,4.47
Greece,GRC,1964,4.41
Greece,GRC,1965,4.24
Greece,GRC,1966,4.13
Greece,GRC,1967,4.56
Greece,GRC,1968,4.12
Greece,GRC,1969,4.39
Greece,GRC,1970,4.49
Greece,GRC,1971,5.74
Greece,GRC,1972,4.5
Greece,GRC,1973,4.71
Greece,GRC,1974,5.21
Greece,GRC,1975,5.69
Greece,GRC,1976,4.99
Greece,GRC,1977,6.02
Greece,GRC,1978,5.79
Greece,GRC,1979,6.16
Greece,GRC,1980,6.4
Greece,GRC,1981,6.38
Greece,GRC,1982,4.99
Greece,GRC,1983,6.21
Greece,GRC,1984,6.16
Greece,GRC,1985,5.21
Greece,GRC,1986,3.3
Greece,GRC,1987,4.41
Greece,GRC,1988,4.13
Greece,GRC,1989,4.12
Greece,GRC,1990,4.49
Greece,GRC,1991,4.39
Greece,GRC,1992,4.24
Greece,GRC,1993,4.71
Greece,GRC,1994,4.5
Greece,GRC,1995,4.56
Greece,GRC,1996,4.47
Greece,GRC,1997,4.56
Greece,GRC,1998,4.17
Greece,GRC,1999,4.57
Greece,GRC,2000,3.69
Greece,GRC,2001,3.78
Greece,GRC,2002,3.14
Greece,GRC,2003,4.58
Greece,GRC,2004,4.91
Greece,GRC,2005,5.31
Greece,GRC,2006,4.74
Greece,GRC,2007,4.88
Greece,GRC,2008,4.72
Greece,GRC,2009,4.48
Greece,GRC,2010,4.8
Greece,GRC,2011,4.21
Greece,GRC,2012,4.54
Greece,GRC,2013,3.79
Greece,GRC,2014,3.92
Grenada,GRD,1990,0.18
Grenada,GRD,1991,0.18
Grenada,GRD,1992,0.14
Grenada,GRD,1993,0.19
Grenada,GRD,1994,0.21
Grenada,GRD,1995,0.47
Grenada,GRD,1996,0.43
Grenada,GRD,1997,0.58
Grenada,GRD,1998,0.56
Grenada,GRD,1999,0.66
Grenada,GRD,2000,0.74
Grenada,GRD,2001,0.37
Grenada,GRD,2002,0.32
Grenada,GRD,2003,0.41
Grenada,GRD,2004,0.28
Grenada,GRD,2005,0.4
Grenada,GRD,2006,0.32
Grenada,GRD,2007,0.47
Grenada,GRD,2008,0.49
Grenada,GRD,2009,0.49
Grenada,GRD,2010,0.43
Grenada,GRD,2011,0.38
Grenada,GRD,2012,0.42
Grenada,GRD,2013,0.49
Grenada,GRD,2014,0.59
Guatemala,GTM,1961,0
Guatemala,GTM,1962,0
Guatemala,GTM,1963,0
Guatemala,GTM,1964,0
Guatemala,GTM,1965,0
Guatemala,GTM,1966,0
Guatemala,GTM,1967,0
Guatemala,GTM,1968,0
Guatemala,GTM,1969,0
Guatemala,GTM,1970,0
Guatemala,GTM,1971,0
Guatemala,GTM,1972,0
Guatemala,GTM,1973,0
Guatemala,GTM,1974,0
Guatemala,GTM,1975,0
Guatemala,GTM,1976,0
Guatemala,GTM,1977,0
Guatemala,GTM,1978,0
Guatemala,GTM,1979,0
Guatemala,GTM,1980,0
Guatemala,GTM,1981,0
Guatemala,GTM,1982,0
Guatemala,GTM,1983,0
Guatemala,GTM,1984,0.03
Guatemala,GTM,1985,0.01
Guatemala,GTM,1986,0.02
Guatemala,GTM,1987,0.01
Guatemala,GTM,1988,0.01
Guatemala,GTM,1989,0.02
Guatemala,GTM,1990,0.01
Guatemala,GTM,1991,0.02
Guatemala,GTM,1992,0.02
Guatemala,GTM,1993,0.03
Guatemala,GTM,1994,0.04
Guatemala,GTM,1995,0.04
Guatemala,GTM,1996,0.02
Guatemala,GTM,1997,0.03
Guatemala,GTM,1998,0.03
Guatemala,GTM,1999,0.03
Guatemala,GTM,2000,0.03
Guatemala,GTM,2001,0.03
Guatemala,GTM,2002,0.03
Guatemala,GTM,2003,0.03
Guatemala,GTM,2004,0.03
Guatemala,GTM,2005,0.03
Guatemala,GTM,2006,0.03
Guatemala,GTM,2007,0.04
Guatemala,GTM,2008,0.03
Guatemala,GTM,2009,0.03
Guatemala,GTM,2010,0.03
Guatemala,GTM,2011,0.03
Guatemala,GTM,2012,0.04
Guatemala,GTM,2013,0.04
Guatemala,GTM,2014,0.04
Guinea,GIN,1961,0.07
Guinea,GIN,1962,0.06
Guinea,GIN,1963,0.03
Guinea,GIN,1964,0.02
Guinea,GIN,1965,0.01
Guinea,GIN,1966,0.01
Guinea,GIN,1967,0.01
Guinea,GIN,1968,0
Guinea,GIN,1969,0
Guinea,GIN,1970,0
Guinea,GIN,1971,0
Guinea,GIN,1972,0
Guinea,GIN,1973,0
Guinea,GIN,1974,0
Guinea,GIN,1975,0
Guinea,GIN,1976,0
Guinea,GIN,1977,0
Guinea,GIN,1978,0
Guinea,GIN,1979,0.01
Guinea,GIN,1980,0
Guinea,GIN,1981,0
Guinea,GIN,1982,0.01
Guinea,GIN,1983,0.01
Guinea,GIN,1984,0.01
Guinea,GIN,1985,0.01
Guinea,GIN,1986,0.02
Guinea,GIN,1987,0.02
Guinea,GIN,1988,0.02
Guinea,GIN,1989,0.04
Guinea,GIN,1990,0.02
Guinea,GIN,1991,0.02
Guinea,GIN,1992,0.02
Guinea,GIN,1993,0.03
Guinea,GIN,1994,0.02
Guinea,GIN,1995,0.01
Guinea,GIN,1996,0.01
Guinea,GIN,1997,0.01
Guinea,GIN,1998,0.01
Guinea,GIN,1999,0.01
Guinea,GIN,2000,0.01
Guinea,GIN,2001,0.02
Guinea,GIN,2002,0.04
Guinea,GIN,2003,0.02
Guinea,GIN,2004,0.02
Guinea,GIN,2005,0.02
Guinea,GIN,2006,0.01
Guinea,GIN,2007,0.02
Guinea,GIN,2008,0.03
Guinea,GIN,2009,0.02
Guinea,GIN,2010,0.03
Guinea,GIN,2011,0.02
Guinea-Bissau,GNB,1961,0.86
Guinea-Bissau,GNB,1962,0.99
Guinea-Bissau,GNB,1963,1.43
Guinea-Bissau,GNB,1964,1.56
Guinea-Bissau,GNB,1965,1.54
Guinea-Bissau,GNB,1966,1.61
Guinea-Bissau,GNB,1967,1.23
Guinea-Bissau,GNB,1968,1.48
Guinea-Bissau,GNB,1969,1.29
Guinea-Bissau,GNB,1970,1.2
Guinea-Bissau,GNB,1971,1.3
Guinea-Bissau,GNB,1972,1.25
Guinea-Bissau,GNB,1973,1.46
Guinea-Bissau,GNB,1974,1.22
Guinea-Bissau,GNB,1975,0.98
Guinea-Bissau,GNB,1976,0.69
Guinea-Bissau,GNB,1977,0.6
Guinea-Bissau,GNB,1978,0.09
Guinea-Bissau,GNB,1979,0.17
Guinea-Bissau,GNB,1980,0.1
Guinea-Bissau,GNB,1981,0.21
Guinea-Bissau,GNB,1982,0.18
Guinea-Bissau,GNB,1983,0.3
Guinea-Bissau,GNB,1984,0.13
Guinea-Bissau,GNB,1985,0.19
Guinea-Bissau,GNB,1986,0.04
Guinea-Bissau,GNB,1987,0.07
Guinea-Bissau,GNB,1988,0.27
Guinea-Bissau,GNB,1989,0.42
Guinea-Bissau,GNB,1990,0.47
Guinea-Bissau,GNB,1991,0.44
Guinea-Bissau,GNB,1992,0.53
Guinea-Bissau,GNB,1993,0.69
Guinea-Bissau,GNB,1994,0.48
Guinea-Bissau,GNB,1995,0.37
Guinea-Bissau,GNB,1996,0.45
Guinea-Bissau,GNB,1997,0.61
Guinea-Bissau,GNB,1998,0.2
Guinea-Bissau,GNB,1999,0.4
Guinea-Bissau,GNB,2000,0.58
Guinea-Bissau,GNB,2001,0.45
Guinea-Bissau,GNB,2002,0.63
Guinea-Bissau,GNB,2003,0.54
Guinea-Bissau,GNB,2004,0.51
Guinea-Bissau,GNB,2005,0.6
Guinea-Bissau,GNB,2006,0.41
Guinea-Bissau,GNB,2007,0.59
Guinea-Bissau,GNB,2008,0.54
Guinea-Bissau,GNB,2009,0.53
Guinea-Bissau,GNB,2010,0.69
Guinea-Bissau,GNB,2011,0.9
Guyana,GUY,1961,0
Guyana,GUY,1962,0
Guyana,GUY,1963,0
Guyana,GUY,1964,0
Guyana,GUY,1965,0
Guyana,GUY,1966,0
Guyana,GUY,1967,0
Guyana,GUY,1968,0
Guyana,GUY,1969,0
Guyana,GUY,1970,0
Guyana,GUY,1971,0
Guyana,GUY,1972,0
Guyana,GUY,1973,0
Guyana,GUY,1974,0
Guyana,GUY,1975,0
Guyana,GUY,1976,0
Guyana,GUY,1977,0
Guyana,GUY,1978,0
Guyana,GUY,1979,0
Guyana,GUY,1980,0
Guyana,GUY,1981,0
Guyana,GUY,1982,0
Guyana,GUY,1983,0
Guyana,GUY,1984,0
Guyana,GUY,1985,0
Guyana,GUY,1986,0
Guyana,GUY,1987,0
Guyana,GUY,1988,0
Guyana,GUY,1989,0
Guyana,GUY,1990,0
Guyana,GUY,1991,0
Guyana,GUY,1992,0
Guyana,GUY,1993,0
Guyana,GUY,1994,0
Guyana,GUY,1995,0
Guyana,GUY,1996,0
Guyana,GUY,1997,0
Guyana,GUY,1998,0
Guyana,GUY,1999,0
Guyana,GUY,2000,0
Guyana,GUY,2001,0.01
Guyana,GUY,2002,0.02
Guyana,GUY,2003,0.02
Guyana,GUY,2004,0.02
Guyana,GUY,2005,0.01
Guyana,GUY,2006,0.01
Guyana,GUY,2007,0.09
Guyana,GUY,2008,0.02
Guyana,GUY,2009,0.02
Guyana,GUY,2010,0.02
Guyana,GUY,2011,0.03
Guyana,GUY,2012,0.02
Guyana,GUY,2013,0.02
Guyana,GUY,2014,0.02
Haiti,HTI,1961,0.01
Haiti,HTI,1962,0.01
Haiti,HTI,1963,0.01
Haiti,HTI,1964,0.01
Haiti,HTI,1965,0.01
Haiti,HTI,1966,0
Haiti,HTI,1967,0
Haiti,HTI,1968,0
Haiti,HTI,1969,0
Haiti,HTI,1970,0
Haiti,HTI,1971,0.01
Haiti,HTI,1972,0.01
Haiti,HTI,1973,0.01
Haiti,HTI,1974,0.01
Haiti,HTI,1975,0.01
Haiti,HTI,1976,0.01
Haiti,HTI,1977,0.01
Haiti,HTI,1978,0.01
Haiti,HTI,1979,0.01
Haiti,HTI,1980,0.01
Haiti,HTI,1981,0.01
Haiti,HTI,1982,0.02
Haiti,HTI,1983,0.01
Haiti,HTI,1984,0.02
Haiti,HTI,1985,0.03
Haiti,HTI,1986,0.01
Haiti,HTI,1987,0.02
Haiti,HTI,1988,0.02
Haiti,HTI,1989,0.01
Haiti,HTI,1990,0.01
Haiti,HTI,1991,0.01
Haiti,HTI,1992,0
Haiti,HTI,1993,0
Haiti,HTI,1994,0
Haiti,HTI,1995,0.01
Haiti,HTI,1996,0.01
Haiti,HTI,1997,0.01
Haiti,HTI,1998,0.01
Haiti,HTI,1999,0.01
Haiti,HTI,2000,0.01
Haiti,HTI,2001,0.02
Haiti,HTI,2002,0.02
Haiti,HTI,2003,0.01
Haiti,HTI,2004,0.01
Haiti,HTI,2005,0.01
Haiti,HTI,2006,0.01
Haiti,HTI,2007,0.02
Haiti,HTI,2008,0.01
Haiti,HTI,2009,0.01
Haiti,HTI,2010,0.01
Haiti,HTI,2011,0.02
Haiti,HTI,2012,0.02
Haiti,HTI,2013,0.02
Honduras,HND,1961,0.01
Honduras,HND,1962,0.01
Honduras,HND,1963,0.01
Honduras,HND,1964,0.01
Honduras,HND,1965,0.02
Honduras,HND,1966,0.03
Honduras,HND,1967,0.02
Honduras,HND,1968,0.03
Honduras,HND,1969,0.03
Honduras,HND,1970,0.05
Honduras,HND,1971,0.01
Honduras,HND,1972,0.01
Honduras,HND,1973,0.01
Honduras,HND,1974,0.01
Honduras,HND,1975,0.01
Honduras,HND,1976,0.01
Honduras,HND,1977,0.02
Honduras,HND,1978,0.02
Honduras,HND,1979,0.03
Honduras,HND,1980,0.03
Honduras,HND,1981,0.03
Honduras,HND,1982,0.01
Honduras,HND,1983,0.01
Honduras,HND,1984,0.02
Honduras,HND,1985,0.01
Honduras,HND,1986,0.02
Honduras,HND,1987,0.02
Honduras,HND,1988,0.03
Honduras,HND,1989,0.02
Honduras,HND,1990,0.01
Honduras,HND,1991,0.01
Honduras,HND,1992,0.01
Honduras,HND,1993,0.02
Honduras,HND,1994,0.02
Honduras,HND,1995,0.02
Honduras,HND,1996,0.02
Honduras,HND,1997,0.03
Honduras,HND,1998,0.02
Honduras,HND,1999,0.03
Honduras,HND,2000,0.04
Honduras,HND,2001,0.01
Honduras,HND,2002,0.02
Honduras,HND,2003,0.02
Honduras,HND,2004,0.02
Honduras,HND,2005,0.04
Honduras,HND,2006,0.02
Honduras,HND,2007,0.01
Honduras,HND,2008,0.03
Honduras,HND,2009,0.02
Honduras,HND,2010,0.03
Honduras,HND,2011,0.03
Honduras,HND,2012,0.03
Honduras,HND,2013,0.03
Honduras,HND,2014,0.03
Hungary,HUN,1961,4.3
Hungary,HUN,1962,4.59
Hungary,HUN,1963,4.25
Hungary,HUN,1964,4.94
Hungary,HUN,1965,4.7
Hungary,HUN,1966,4.32
Hungary,HUN,1967,4.83
Hungary,HUN,1968,4.88
Hungary,HUN,1969,5.37
Hungary,HUN,1970,5.24
Hungary,HUN,1971,5.33
Hungary,HUN,1972,5.3
Hungary,HUN,1973,5.31
Hungary,HUN,1974,4.77
Hungary,HUN,1975,4.72
Hungary,HUN,1976,4.89
Hungary,HUN,1977,4.73
Hungary,HUN,1978,4.73
Hungary,HUN,1979,4.78
Hungary,HUN,1980,5.35
Hungary,HUN,1981,4.59
Hungary,HUN,1982,4.91
Hungary,HUN,1983,4.56
Hungary,HUN,1984,4.72
Hungary,HUN,1985,3.81
Hungary,HUN,1986,3.57
Hungary,HUN,1987,3.32
Hungary,HUN,1988,3.15
Hungary,HUN,1989,3.44
Hungary,HUN,1990,4.17
Hungary,HUN,1991,4.31
Hungary,HUN,1992,4.42
Hungary,HUN,1993,4.63
Hungary,HUN,1994,4.27
Hungary,HUN,1995,3.85
Hungary,HUN,1996,4.37
Hungary,HUN,1997,4.59
Hungary,HUN,1998,4.81
Hungary,HUN,1999,4.37
Hungary,HUN,2000,4.08
Hungary,HUN,2001,4.86
Hungary,HUN,2002,4.89
Hungary,HUN,2003,4.6
Hungary,HUN,2004,4.66
Hungary,HUN,2005,4.5
Hungary,HUN,2006,4.53
Hungary,HUN,2007,3.85
Hungary,HUN,2008,3.25
Hungary,HUN,2009,3.21
Hungary,HUN,2010,3.17
Hungary,HUN,2011,3.65
Hungary,HUN,2012,3.33
Hungary,HUN,2013,3.35
Iceland,ISL,1961,0.17
Iceland,ISL,1962,0.19
Iceland,ISL,1963,0.2
Iceland,ISL,1964,0.22
Iceland,ISL,1965,0.23
Iceland,ISL,1966,0.25
Iceland,ISL,1967,0.27
Iceland,ISL,1968,0.26
Iceland,ISL,1969,0.26
Iceland,ISL,1970,0.29
Iceland,ISL,1971,0.31
Iceland,ISL,1972,0.34
Iceland,ISL,1973,0.37
Iceland,ISL,1974,0.41
Iceland,ISL,1975,0.47
Iceland,ISL,1976,0.55
Iceland,ISL,1977,0.62
Iceland,ISL,1978,0.66
Iceland,ISL,1979,0.85
Iceland,ISL,1980,0.9
Iceland,ISL,1981,0.94
Iceland,ISL,1982,1.02
Iceland,ISL,1983,1.14
Iceland,ISL,1984,1.19
Iceland,ISL,1985,1.09
Iceland,ISL,1986,1.03
Iceland,ISL,1987,1.01
Iceland,ISL,1988,0.9
Iceland,ISL,1989,0.67
Iceland,ISL,1990,0.67
Iceland,ISL,1991,0.72
Iceland,ISL,1992,0.72
Iceland,ISL,1993,0.69
Iceland,ISL,1994,0.72
Iceland,ISL,1995,0.74
Iceland,ISL,1996,0.83
Iceland,ISL,1997,0.93
Iceland,ISL,1998,1.04
Iceland,ISL,1999,1.16
Iceland,ISL,2000,1.38
Iceland,ISL,2001,1.52
Iceland,ISL,2002,1.67
Iceland,ISL,2003,1.79
Iceland,ISL,2004,1.91
Iceland,ISL,2005,1.95
Iceland,ISL,2006,1.97
Iceland,ISL,2007,2.04
Iceland,ISL,2008,2.42
Iceland,ISL,2009,3.47
Iceland,ISL,2010,2.26
Iceland,ISL,2011,2.32
Iceland,ISL,2012,2.3
Iceland,ISL,2013,2.04
Iceland,ISL,2014,2.03
India,IND,1961,0
India,IND,1962,0
India,IND,1963,0
India,IND,1964,0
India,IND,1965,0
India,IND,1966,0
India,IND,1967,0
India,IND,1968,0
India,IND,1969,0
India,IND,1970,0
India,IND,1971,0
India,IND,1972,0
India,IND,1973,0
India,IND,1974,0
India,IND,1975,0
India,IND,1976,0
India,IND,1977,0
India,IND,1978,0
India,IND,1979,0
India,IND,1980,0
India,IND,1981,0
India,IND,1982,0
India,IND,1983,0
India,IND,1984,0
India,IND,1985,0
India,IND,1986,0
India,IND,1987,0
India,IND,1988,0
India,IND,1989,0
India,IND,1990,0
India,IND,1991,0
India,IND,1992,0
India,IND,1993,0
India,IND,1994,0
India,IND,1995,0
India,IND,1996,0
India,IND,1997,0
India,IND,1998,0
India,IND,1999,0
India,IND,2000,0
India,IND,2001,0.01
India,IND,2002,0.01
India,IND,2003,0.01
India,IND,2004,0.02
India,IND,2005,0.02
India,IND,2006,0.02
India,IND,2007,0.02
India,IND,2008,0
India,IND,2009,0
India,IND,2010,0
India,IND,2011,0
India,IND,2012,0
India,IND,2013,0
India,IND,2014,0
Indonesia,IDN,1961,0
Indonesia,IDN,1962,0
Indonesia,IDN,1963,0
Indonesia,IDN,1964,0
Indonesia,IDN,1965,0
Indonesia,IDN,1966,0
Indonesia,IDN,1967,0
Indonesia,IDN,1968,0
Indonesia,IDN,1969,0
Indonesia,IDN,1970,0
Indonesia,IDN,1971,0
Indonesia,IDN,1972,0
Indonesia,IDN,1973,0
Indonesia,IDN,1974,0
Indonesia,IDN,1975,0
Indonesia,IDN,1976,0
Indonesia,IDN,1977,0
Indonesia,IDN,1978,0
Indonesia,IDN,1979,0
Indonesia,IDN,1980,0
Indonesia,IDN,1981,0
Indonesia,IDN,1982,0
Indonesia,IDN,1983,0
Indonesia,IDN,1984,0
Indonesia,IDN,1985,0
Indonesia,IDN,1986,0
Indonesia,IDN,1987,0
Indonesia,IDN,1988,0
Indonesia,IDN,1989,0
Indonesia,IDN,1990,0
Indonesia,IDN,1991,0
Indonesia,IDN,1992,0
Indonesia,IDN,1993,0
Indonesia,IDN,1994,0
Indonesia,IDN,1995,0
Indonesia,IDN,1996,0
Indonesia,IDN,1997,0
Indonesia,IDN,1998,0
Indonesia,IDN,1999,0
Indonesia,IDN,2000,0
Indonesia,IDN,2001,0
Indonesia,IDN,2002,0
Indonesia,IDN,2003,0
Indonesia,IDN,2004,0
Indonesia,IDN,2005,0
Indonesia,IDN,2006,0
Indonesia,IDN,2007,0
Indonesia,IDN,2008,0
Indonesia,IDN,2009,0
Indonesia,IDN,2010,0
Indonesia,IDN,2011,0
Indonesia,IDN,2012,0
Indonesia,IDN,2013,0
Indonesia,IDN,2014,0
Iran,IRN,1961,0
Iran,IRN,1962,0
Iran,IRN,1963,0
Iran,IRN,1964,0
Iran,IRN,1965,0
Iran,IRN,1966,0
Iran,IRN,1967,0
Iran,IRN,1968,0
Iran,IRN,1969,0
Iran,IRN,1970,0
Iran,IRN,1971,0
Iran,IRN,1972,0
Iran,IRN,1973,0
Iran,IRN,1974,0
Iran,IRN,1975,0
Iran,IRN,1976,0
Iran,IRN,1977,0
Iran,IRN,1978,0
Iran,IRN,1979,0
Iran,IRN,1980,0
Iran,IRN,1981,0
Iran,IRN,1982,0
Iran,IRN,1983,0
Iran,IRN,1984,0
Iran,IRN,1985,0
Iran,IRN,1986,0
Iran,IRN,1987,0
Iran,IRN,1988,0
Iran,IRN,1989,0
Iran,IRN,1990,0
Iran,IRN,1991,0
Iran,IRN,1992,0
Iran,IRN,1993,0
Iran,IRN,1994,0
Iran,IRN,1995,0
Iran,IRN,1996,0
Iran,IRN,1997,0
Iran,IRN,1998,0
Iran,IRN,1999,0
Iran,IRN,2000,0
Iran,IRN,2001,0
Iran,IRN,2002,0
Iran,IRN,2003,0
Iran,IRN,2004,0
Iran,IRN,2005,0
Iran,IRN,2006,0
Iran,IRN,2007,0
Iran,IRN,2008,0
Iran,IRN,2009,0
Iran,IRN,2010,0
Iran,IRN,2011,0
Iraq,IRQ,1961,0
Iraq,IRQ,1962,0
Iraq,IRQ,1963,0
Iraq,IRQ,1964,0
Iraq,IRQ,1965,0
Iraq,IRQ,1966,0
Iraq,IRQ,1967,0
Iraq,IRQ,1968,0
Iraq,IRQ,1969,0
Iraq,IRQ,1970,0
Iraq,IRQ,1971,0
Iraq,IRQ,1972,0
Iraq,IRQ,1973,0
Iraq,IRQ,1974,0
Iraq,IRQ,1975,0
Iraq,IRQ,1976,0
Iraq,IRQ,1977,0
Iraq,IRQ,1978,0
Iraq,IRQ,1979,0.01
Iraq,IRQ,1980,0.01
Iraq,IRQ,1981,0.01
Iraq,IRQ,1982,0.01
Iraq,IRQ,1983,0.01
Iraq,IRQ,1984,0.01
Iraq,IRQ,1985,0.01
Iraq,IRQ,1986,0.01
Iraq,IRQ,1987,0.01
Iraq,IRQ,1988,0.01
Iraq,IRQ,1989,0.01
Iraq,IRQ,1990,0
Iraq,IRQ,1991,0
Iraq,IRQ,1992,0
Iraq,IRQ,1993,0
Iraq,IRQ,1994,0
Iraq,IRQ,1995,0
Iraq,IRQ,1996,0
Iraq,IRQ,1997,0
Iraq,IRQ,1998,0
Iraq,IRQ,1999,0
Iraq,IRQ,2000,0
Iraq,IRQ,2001,0
Iraq,IRQ,2002,0
Iraq,IRQ,2003,0
Iraq,IRQ,2004,0
Iraq,IRQ,2005,0
Iraq,IRQ,2006,0
Iraq,IRQ,2007,0
Iraq,IRQ,2008,0
Iraq,IRQ,2009,0
Iraq,IRQ,2010,0
Iraq,IRQ,2011,0
Ireland,IRL,1963,0.38
Ireland,IRL,1964,0.4
Ireland,IRL,1965,0.42
Ireland,IRL,1966,0.45
Ireland,IRL,1967,0.47
Ireland,IRL,1968,0.49
Ireland,IRL,1969,0.51
Ireland,IRL,1970,0.57
Ireland,IRL,1971,0.56
Ireland,IRL,1972,0.56
Ireland,IRL,1973,0.61
Ireland,IRL,1974,0.68
Ireland,IRL,1975,0.73
Ireland,IRL,1976,0.85
Ireland,IRL,1977,0.87
Ireland,IRL,1978,0.83
Ireland,IRL,1979,0.82
